category,price,date
Uncategorized Items,18,2020-11-06T04:12:15.000Z
Uncategorized Items,18,2020-11-06T04:12:15.000Z
Clearance,32,2020-11-06T04:44:32.000Z
Office,2,2020-11-06T04:59:47.000Z
Campus Collection,32,2020-11-06T04:59:47.000Z
Drinkware,12,2020-11-06T04:59:47.000Z
Small Goods,4,2020-11-06T04:59:47.000Z
Campus Collection,32,2020-11-06T05:05:36.000Z
Office,2,2020-11-06T05:05:36.000Z
Small Goods,4,2020-11-06T05:05:36.000Z
Drinkware,12,2020-11-06T05:05:36.000Z
Campus Collection,32,2020-11-06T05:08:48.000Z
Office,2,2020-11-06T05:08:48.000Z
Drinkware,12,2020-11-06T05:08:48.000Z
Small Goods,4,2020-11-06T05:08:48.000Z
Small Goods,4,2020-11-06T05:11:55.000Z
Campus Collection,32,2020-11-06T05:11:55.000Z
Office,2,2020-11-06T05:11:55.000Z
Drinkware,12,2020-11-06T05:11:55.000Z
Apparel,71,2020-11-06T05:12:39.000Z
Uncategorized Items,18,2020-11-06T05:12:39.000Z
Uncategorized Items,42,2020-11-06T05:12:39.000Z
Apparel,48,2020-11-06T05:12:39.000Z
Apparel,55,2020-11-06T05:12:39.000Z
Apparel,71,2020-11-06T05:12:39.000Z
Office,2,2020-11-06T05:30:15.000Z
Campus Collection,32,2020-11-06T05:30:15.000Z
Small Goods,4,2020-11-06T05:30:15.000Z
Drinkware,12,2020-11-06T05:30:15.000Z
Campus Collection,32,2020-11-06T05:32:58.000Z
Small Goods,4,2020-11-06T05:32:58.000Z
Office,2,2020-11-06T05:32:58.000Z
Drinkware,12,2020-11-06T05:32:58.000Z
Office,2,2020-11-06T05:35:38.000Z
Drinkware,12,2020-11-06T05:35:38.000Z
Small Goods,4,2020-11-06T05:35:38.000Z
Campus Collection,32,2020-11-06T05:35:38.000Z
Office,2,2020-11-06T05:39:28.000Z
Drinkware,12,2020-11-06T05:39:28.000Z
Campus Collection,32,2020-11-06T05:39:28.000Z
Small Goods,4,2020-11-06T05:39:28.000Z
Campus Collection,14,2020-11-06T05:47:11.000Z
Apparel,19,2020-11-06T05:47:11.000Z
Apparel,14,2020-11-06T05:47:11.000Z
Small Goods,4,2020-11-06T06:19:23.000Z
Drinkware,12,2020-11-06T06:19:23.000Z
Office,2,2020-11-06T06:19:23.000Z
Campus Collection,32,2020-11-06T06:19:23.000Z
Bags,61,2020-11-06T06:19:44.000Z
Campus Collection,11,2020-11-06T06:26:43.000Z
Shop by Brand,2,2020-11-06T06:26:43.000Z
Small Goods,4,2020-11-06T06:26:43.000Z
Small Goods,16,2020-11-06T06:35:12.000Z
New,24,2020-11-06T07:08:50.000Z
Apparel,14,2020-11-06T07:08:50.000Z
Apparel,13,2020-11-06T07:08:50.000Z
Apparel,18,2020-11-06T07:36:09.000Z
Writing Instruments,2,2020-11-06T07:36:09.000Z
Writing Instruments,2,2020-11-06T07:36:09.000Z
Apparel,18,2020-11-06T07:36:09.000Z
Office,1,2020-11-06T07:36:09.000Z
Apparel,20,2020-11-06T07:43:07.000Z
Accessories,16,2020-11-06T07:44:20.000Z
Bags,6,2020-11-06T07:44:20.000Z
Accessories,40,2020-11-06T09:37:24.000Z
Apparel,14,2020-11-06T09:37:24.000Z
Accessories,16,2020-11-06T09:37:24.000Z
Apparel,44,2020-11-06T11:13:15.000Z
New,24,2020-11-06T11:13:15.000Z
Apparel,48,2020-11-06T11:23:04.000Z
Lifestyle,18,2020-11-06T11:23:04.000Z
Accessories,2,2020-11-06T12:11:37.000Z
Lifestyle,13,2020-11-06T12:11:37.000Z
Shop by Brand,1,2020-11-06T12:27:54.000Z
Uncategorized Items,42,2020-11-06T12:27:54.000Z
Uncategorized Items,4,2020-11-06T12:27:54.000Z
Uncategorized Items,3,2020-11-06T12:27:54.000Z
Bags,16,2020-11-06T13:10:25.000Z
Drinkware,10,2020-11-06T13:10:25.000Z
Apparel,24,2020-11-06T13:28:22.000Z
Stationery,1,2020-11-06T13:28:22.000Z
Accessories,6,2020-11-06T13:28:22.000Z
Shop by Brand,1,2020-11-06T13:28:22.000Z
Apparel,55,2020-11-06T13:28:27.000Z
Apparel,55,2020-11-06T13:28:27.000Z
Apparel,14,2020-11-06T14:14:50.000Z
New,16,2020-11-06T14:14:50.000Z
Apparel,14,2020-11-06T14:14:50.000Z
Shop by Brand,30,2020-11-06T14:30:14.000Z
Bags,9,2020-11-06T14:54:23.000Z
Apparel,55,2020-11-06T15:25:21.000Z
Apparel,79,2020-11-06T15:25:21.000Z
Apparel,35,2020-11-06T15:25:21.000Z
Shop by Brand,30,2020-11-06T15:25:21.000Z
New,16,2020-11-06T15:25:21.000Z
Apparel,21,2020-11-06T15:30:23.000Z
Apparel,24,2020-11-06T15:30:23.000Z
Uncategorized Items,18,2020-11-06T15:48:40.000Z
Clearance,14,2020-11-06T15:48:40.000Z
Apparel,24,2020-11-06T15:59:59.000Z
Apparel,18,2020-11-06T19:12:52.000Z
Apparel,14,2020-11-06T19:31:02.000Z
Uncategorized Items,22,2020-11-06T19:31:02.000Z
Apparel,13,2020-11-06T19:31:02.000Z
Campus Collection,14,2020-11-06T19:31:02.000Z
Office,15,2020-11-06T19:31:02.000Z
Campus Collection,6,2020-11-06T19:31:02.000Z
Apparel,14,2020-11-06T19:31:02.000Z
Campus Collection,8,2020-11-06T19:31:02.000Z
Campus Collection,7,2020-11-06T19:31:02.000Z
Clearance,13,2020-11-06T19:35:11.000Z
Drinkware,8,2020-11-06T19:35:11.000Z
Clearance,14,2020-11-06T20:06:10.000Z
Apparel,32,2020-11-06T20:06:10.000Z
Campus Collection,6,2020-11-06T20:06:10.000Z
Clearance,14,2020-11-06T20:06:10.000Z
Apparel,21,2020-11-06T20:06:10.000Z
Clearance,14,2020-11-06T20:06:10.000Z
Apparel,24,2020-11-06T20:06:10.000Z
Apparel,24,2020-11-06T20:06:10.000Z
Accessories,4,2020-11-06T20:13:46.000Z
Accessories,3,2020-11-06T20:13:46.000Z
Campus Collection,1,2020-11-06T20:13:46.000Z
New,15,2020-11-06T20:13:46.000Z
Small Goods,4,2020-11-06T20:13:46.000Z
New,8,2020-11-06T20:13:46.000Z
Accessories,17,2020-11-06T20:13:46.000Z
Bags,6,2020-11-06T20:13:46.000Z
Apparel,12,2020-11-06T20:25:33.000Z
Apparel,13,2020-11-06T20:25:33.000Z
Apparel,16,2020-11-06T20:30:14.000Z
Apparel,24,2020-11-06T20:30:14.000Z
Electronics Accessories,10,2020-11-06T20:51:02.000Z
Apparel,12,2020-11-06T20:51:02.000Z
Lifestyle,16,2020-11-06T20:51:02.000Z
Apparel,55,2020-11-06T22:26:26.000Z
Shop by Brand,30,2020-11-06T22:59:14.000Z
Shop by Brand,30,2020-11-06T22:59:14.000Z
Shop by Brand,1,2020-11-06T22:59:14.000Z
Campus Collection,41,2020-11-06T22:59:14.000Z
Uncategorized Items,22,2020-11-06T23:46:08.000Z
Drinkware,18,2020-11-06T23:46:08.000Z
Apparel,55,2020-11-07T00:31:38.000Z
Apparel,44,2020-11-07T00:31:38.000Z
Apparel,13,2020-11-07T00:31:38.000Z
Lifestyle,16,2020-11-07T00:31:41.000Z
Drinkware,10,2020-11-07T00:37:57.000Z
Apparel,20,2020-11-07T00:56:00.000Z
Apparel,24,2020-11-07T00:56:00.000Z
Bags,6,2020-11-07T01:25:06.000Z
Office,3,2020-11-07T01:25:06.000Z
Uncategorized Items,4,2020-11-07T01:25:06.000Z
Accessories,6,2020-11-07T01:25:06.000Z
Uncategorized Items,3,2020-11-07T01:25:06.000Z
Shop by Brand,1,2020-11-07T01:25:06.000Z
Apparel,48,2020-11-07T01:45:16.000Z
Apparel,48,2020-11-07T01:45:16.000Z
Drinkware,4,2020-11-07T02:37:10.000Z
New,17,2020-11-07T02:37:10.000Z
Accessories,16,2020-11-07T02:37:10.000Z
New,24,2020-11-07T02:37:10.000Z
Lifestyle,18,2020-11-07T03:41:31.000Z
New,16,2020-11-07T03:41:31.000Z
Apparel,48,2020-11-07T04:19:33.000Z
Apparel,55,2020-11-07T04:19:33.000Z
Drinkware,18,2020-11-07T04:19:33.000Z
Uncategorized Items,18,2020-11-07T04:19:33.000Z
Office,2,2020-11-07T05:04:20.000Z
Apparel,12,2020-11-07T05:04:20.000Z
Uncategorized Items,22,2020-11-07T05:04:20.000Z
Apparel,18,2020-11-07T05:23:17.000Z
Apparel,24,2020-11-07T05:23:17.000Z
Apparel,89,2020-11-07T05:23:17.000Z
Apparel,55,2020-11-07T05:23:17.000Z
Apparel,89,2020-11-07T05:25:18.000Z
Apparel,18,2020-11-07T05:25:18.000Z
Apparel,55,2020-11-07T05:25:18.000Z
Apparel,24,2020-11-07T05:25:18.000Z
Apparel,89,2020-11-07T05:36:36.000Z
Apparel,18,2020-11-07T05:36:36.000Z
Apparel,18,2020-11-07T05:36:36.000Z
Apparel,55,2020-11-07T05:36:36.000Z
Apparel,24,2020-11-07T05:36:36.000Z
Campus Collection,32,2020-11-07T06:22:21.000Z
Accessories,10,2020-11-07T07:17:36.000Z
Office,11,2020-11-07T07:41:28.000Z
New,12,2020-11-07T08:01:06.000Z
New,16,2020-11-07T08:01:06.000Z
Apparel,26,2020-11-07T08:26:51.000Z
Shop by Brand,30,2020-11-07T08:26:51.000Z
Apparel,45,2020-11-07T08:26:51.000Z
Apparel,48,2020-11-07T08:26:51.000Z
Google,3,2020-11-07T08:48:28.000Z
Stationery,1,2020-11-07T08:48:28.000Z
Office,3,2020-11-07T11:22:07.000Z
Bags,10,2020-11-07T11:22:07.000Z
Uncategorized Items,3,2020-11-07T11:22:07.000Z
Uncategorized Items,4,2020-11-07T11:22:07.000Z
Uncategorized Items,3,2020-11-07T11:22:07.000Z
Accessories,3,2020-11-07T11:22:07.000Z
Office,2,2020-11-07T11:22:07.000Z
Lifestyle,14,2020-11-07T13:56:21.000Z
Apparel,10,2020-11-07T13:56:21.000Z
Small Goods,8,2020-11-07T13:56:21.000Z
New,24,2020-11-07T13:56:21.000Z
Accessories,40,2020-11-07T13:56:21.000Z
New,8,2020-11-07T13:56:21.000Z
Drinkware,10,2020-11-07T14:55:07.000Z
Drinkware,10,2020-11-07T14:55:25.000Z
Clearance,14,2020-11-07T15:24:31.000Z
Clearance,14,2020-11-07T15:24:31.000Z
Accessories,24,2020-11-07T16:06:51.000Z
Accessories,40,2020-11-07T16:06:51.000Z
Lifestyle,22,2020-11-07T16:50:43.000Z
Campus Collection,7,2020-11-07T16:50:43.000Z
Bags,16,2020-11-07T16:50:43.000Z
Apparel,14,2020-11-07T16:50:43.000Z
Drinkware,20,2020-11-07T16:50:43.000Z
Accessories,16,2020-11-07T17:03:17.000Z
Apparel,14,2020-11-07T17:39:54.000Z
Apparel,20,2020-11-07T17:39:54.000Z
Apparel,79,2020-11-07T17:39:54.000Z
Apparel,14,2020-11-07T17:39:54.000Z
New,13,2020-11-07T17:39:54.000Z
Clearance,8,2020-11-07T20:09:01.000Z
Clearance,13,2020-11-07T20:09:01.000Z
Office,3,2020-11-07T20:09:01.000Z
Accessories,2,2020-11-07T20:09:01.000Z
Accessories,40,2020-11-07T20:32:40.000Z
New,22,2020-11-07T20:32:40.000Z
Lifestyle,16,2020-11-07T20:32:40.000Z
Apparel,55,2020-11-07T22:03:10.000Z
Clearance,32,2020-11-07T22:03:10.000Z
Apparel,115,2020-11-08T00:54:05.000Z
Apparel,120,2020-11-08T00:54:05.000Z
Bags,10,2020-11-08T01:14:28.000Z
Apparel,71,2020-11-08T02:10:12.000Z
Apparel,44,2020-11-08T02:10:12.000Z
Apparel,55,2020-11-08T02:10:12.000Z
Apparel,115,2020-11-08T02:10:12.000Z
Shop by Brand,30,2020-11-08T02:10:12.000Z
Apparel,24,2020-11-08T02:19:56.000Z
Apparel,14,2020-11-08T02:31:31.000Z
Apparel,44,2020-11-08T03:25:56.000Z
New,8,2020-11-08T03:25:56.000Z
Drinkware,20,2020-11-08T04:20:21.000Z
Accessories,2,2020-11-08T04:58:43.000Z
Campus Collection,32,2020-11-08T04:58:43.000Z
Shop by Brand,1,2020-11-08T04:58:43.000Z
Apparel,55,2020-11-08T04:58:43.000Z
Office,2,2020-11-08T04:58:43.000Z
New,1,2020-11-08T04:58:43.000Z
Small Goods,4,2020-11-08T04:58:43.000Z
Accessories,4,2020-11-08T04:58:43.000Z
Apparel,71,2020-11-08T06:43:05.000Z
Apparel,55,2020-11-08T06:43:05.000Z
Apparel,48,2020-11-08T06:43:05.000Z
Uncategorized Items,42,2020-11-08T06:43:05.000Z
Apparel,55,2020-11-08T06:43:05.000Z
Apparel,115,2020-11-08T07:53:44.000Z
Apparel,71,2020-11-08T07:53:44.000Z
Uncategorized Items,22,2020-11-08T07:54:52.000Z
Apparel,115,2020-11-08T07:55:09.000Z
Apparel,71,2020-11-08T07:55:09.000Z
Apparel,21,2020-11-08T08:15:01.000Z
Uncategorized Items,11,2020-11-08T08:15:01.000Z
Campus Collection,32,2020-11-08T08:15:01.000Z
Shop by Brand,30,2020-11-08T08:35:53.000Z
Electronics Accessories,10,2020-11-08T08:35:53.000Z
Lifestyle,18,2020-11-08T09:24:33.000Z
Apparel,10,2020-11-08T10:53:48.000Z
Apparel,13,2020-11-08T10:53:48.000Z
Apparel,22,2020-11-08T10:53:48.000Z
Apparel,63,2020-11-08T11:29:39.000Z
Apparel,10,2020-11-08T11:29:39.000Z
Apparel,55,2020-11-08T11:29:39.000Z
Apparel,55,2020-11-08T12:39:26.000Z
Fun,2,2020-11-08T13:55:00.000Z
Small Goods,4,2020-11-08T13:55:00.000Z
Accessories,40,2020-11-08T13:55:00.000Z
Bags,8,2020-11-08T13:56:47.000Z
Office,15,2020-11-08T13:56:47.000Z
Lifestyle,22,2020-11-08T13:56:47.000Z
New,2,2020-11-08T14:00:45.000Z
New,17,2020-11-08T14:00:45.000Z
New,32,2020-11-08T14:00:45.000Z
Lifestyle,16,2020-11-08T14:00:45.000Z
Accessories,6,2020-11-08T14:00:45.000Z
Accessories,16,2020-11-08T14:00:45.000Z
Small Goods,8,2020-11-08T14:00:45.000Z
New,17,2020-11-08T14:00:45.000Z
Accessories,24,2020-11-08T14:00:45.000Z
Office,16,2020-11-08T14:00:45.000Z
New,17,2020-11-08T14:00:45.000Z
Apparel,10,2020-11-08T14:09:48.000Z
Lifestyle,13,2020-11-08T14:09:48.000Z
Apparel,22,2020-11-08T14:09:48.000Z
Campus Collection,7,2020-11-08T15:17:32.000Z
Shop by Brand,30,2020-11-08T15:17:32.000Z
Apparel,14,2020-11-08T15:17:32.000Z
Apparel,14,2020-11-08T16:07:12.000Z
Stationery,1,2020-11-08T16:07:12.000Z
Bags,10,2020-11-08T16:07:12.000Z
Apparel,44,2020-11-08T19:46:29.000Z
Apparel,24,2020-11-08T19:46:29.000Z
Bags,16,2020-11-08T19:46:29.000Z
Apparel,71,2020-11-08T19:46:29.000Z
Apparel,12,2020-11-08T19:46:29.000Z
Stationery,12,2020-11-08T20:03:11.000Z
Shop by Brand,2,2020-11-08T20:03:11.000Z
Office,3,2020-11-08T20:03:11.000Z
Apparel,14,2020-11-08T20:12:17.000Z
Apparel,44,2020-11-08T20:12:17.000Z
Apparel,19,2020-11-08T20:12:17.000Z
Apparel,16,2020-11-08T20:12:17.000Z
New,32,2020-11-08T21:50:53.000Z
Drinkware,40,2020-11-08T21:50:53.000Z
Small Goods,4,2020-11-08T21:50:53.000Z
Accessories,40,2020-11-08T22:08:29.000Z
Apparel,48,2020-11-08T22:08:29.000Z
Bags,6,2020-11-08T22:58:55.000Z
Uncategorized Items,18,2020-11-08T22:58:55.000Z
Apparel,115,2020-11-08T22:58:55.000Z
Apparel,14,2020-11-08T22:58:55.000Z
Campus Collection,14,2020-11-08T23:18:29.000Z
Apparel,44,2020-11-08T23:18:29.000Z
Accessories,6,2020-11-08T23:18:29.000Z
Shop by Brand,30,2020-11-08T23:18:29.000Z
Bags,10,2020-11-08T23:18:29.000Z
Accessories,8,2020-11-08T23:38:59.000Z
New,16,2020-11-08T23:38:59.000Z
Uncategorized Items,22,2020-11-08T23:38:59.000Z
Drinkware,10,2020-11-08T23:38:59.000Z
Apparel,24,2020-11-08T23:38:59.000Z
New,12,2020-11-08T23:38:59.000Z
Accessories,16,2020-11-08T23:38:59.000Z
Apparel,55,2020-11-08T23:38:59.000Z
Shop by Brand,37,2020-11-09T00:11:02.000Z
Drinkware,20,2020-11-09T00:28:02.000Z
Campus Collection,1,2020-11-09T00:28:02.000Z
Drinkware,20,2020-11-09T02:04:19.000Z
Uncategorized Items,22,2020-11-09T02:04:19.000Z
Apparel,44,2020-11-09T02:04:19.000Z
Black Lives Matter,46,2020-11-09T03:25:52.000Z
Accessories,2,2020-11-09T04:02:12.000Z
New,3,2020-11-09T04:02:12.000Z
Shop by Brand,1,2020-11-09T04:02:12.000Z
Google,3,2020-11-09T04:02:12.000Z
Apparel,48,2020-11-09T04:55:04.000Z
New,16,2020-11-09T04:55:04.000Z
Small Goods,3,2020-11-09T06:26:04.000Z
Uncategorized Items,18,2020-11-09T07:29:41.000Z
Uncategorized Items,18,2020-11-09T07:29:41.000Z
Apparel,35,2020-11-09T08:23:57.000Z
Uncategorized Items,60,2020-11-09T08:23:57.000Z
Clearance,3,2020-11-09T08:23:57.000Z
Bags,96,2020-11-09T08:48:57.000Z
Bags,70,2020-11-09T08:48:57.000Z
Lifestyle,5,2020-11-09T08:48:57.000Z
Apparel,24,2020-11-09T10:21:02.000Z
New,16,2020-11-09T10:21:02.000Z
Uncategorized Items,22,2020-11-09T10:21:33.000Z
Shop by Brand,30,2020-11-09T10:21:33.000Z
Apparel,20,2020-11-09T10:21:33.000Z
Apparel,13,2020-11-09T10:24:30.000Z
Accessories,3,2020-11-09T10:24:30.000Z
Uncategorized Items,22,2020-11-09T11:03:13.000Z
Clearance,14,2020-11-09T11:04:56.000Z
Apparel,16,2020-11-09T11:04:56.000Z
Uncategorized Items,22,2020-11-09T11:05:33.000Z
New,28,2020-11-09T11:08:26.000Z
Drinkware,20,2020-11-09T11:11:50.000Z
Apparel,14,2020-11-09T11:16:13.000Z
Apparel,14,2020-11-09T11:53:22.000Z
Apparel,13,2020-11-09T11:53:22.000Z
Uncategorized Items,22,2020-11-09T11:53:22.000Z
Office,3,2020-11-09T11:53:22.000Z
Apparel,10,2020-11-09T11:53:22.000Z
Drinkware,19,2020-11-09T11:54:13.000Z
Campus Collection,11,2020-11-09T11:54:13.000Z
Campus Collection,11,2020-11-09T11:54:13.000Z
Apparel,13,2020-11-09T12:04:40.000Z
Office,4,2020-11-09T12:04:40.000Z
Office,5,2020-11-09T12:04:40.000Z
Office,3,2020-11-09T12:09:45.000Z
Apparel,13,2020-11-09T12:09:45.000Z
Office,5,2020-11-09T12:09:45.000Z
Office,5,2020-11-09T12:18:44.000Z
Office,3,2020-11-09T12:18:44.000Z
Apparel,13,2020-11-09T12:18:44.000Z
Apparel,55,2020-11-09T12:20:14.000Z
Office,5,2020-11-09T12:27:57.000Z
Apparel,13,2020-11-09T12:27:57.000Z
Office,3,2020-11-09T12:27:57.000Z
Campus Collection,14,2020-11-09T15:36:09.000Z
Campus Collection,11,2020-11-09T15:36:09.000Z
New,22,2020-11-09T16:05:33.000Z
Apparel,55,2020-11-09T16:05:33.000Z
Electronics Accessories,10,2020-11-09T16:05:33.000Z
Clearance,8,2020-11-09T17:02:03.000Z
New,12,2020-11-09T17:02:03.000Z
Apparel,55,2020-11-09T18:02:45.000Z
Office,10,2020-11-09T18:34:53.000Z
Campus Collection,32,2020-11-09T18:34:53.000Z
Stationery,1,2020-11-09T18:34:53.000Z
Stationery,1,2020-11-09T18:34:53.000Z
Campus Collection,6,2020-11-09T18:34:53.000Z
Accessories,6,2020-11-09T18:34:53.000Z
Clearance,8,2020-11-09T18:34:53.000Z
Accessories,11,2020-11-09T18:34:53.000Z
Small Goods,16,2020-11-09T20:14:55.000Z
Uncategorized Items,22,2020-11-09T20:17:56.000Z
Apparel,14,2020-11-09T20:34:19.000Z
Apparel,20,2020-11-09T20:34:19.000Z
Campus Collection,7,2020-11-09T20:39:27.000Z
Apparel,14,2020-11-09T20:39:27.000Z
Clearance,16,2020-11-09T20:39:27.000Z
Drinkware,10,2020-11-09T20:39:27.000Z
Apparel,44,2020-11-09T21:16:32.000Z
Campus Collection,11,2020-11-09T21:28:58.000Z
Campus Collection,14,2020-11-09T21:32:21.000Z
Clearance,32,2020-11-09T21:35:31.000Z
Shop by Brand,30,2020-11-09T21:36:10.000Z
Clearance,14,2020-11-09T21:38:43.000Z
Office,3,2020-11-09T21:39:30.000Z
New,4,2020-11-09T21:39:30.000Z
Fun,2,2020-11-09T21:39:30.000Z
Bags,9,2020-11-09T21:48:52.000Z
Apparel,20,2020-11-09T21:48:52.000Z
Campus Collection,7,2020-11-09T21:59:02.000Z
Drinkware,10,2020-11-09T21:59:02.000Z
Clearance,9,2020-11-09T21:59:02.000Z
Apparel,13,2020-11-09T22:10:47.000Z
Office,3,2020-11-09T22:10:47.000Z
Stationery,1,2020-11-09T22:10:47.000Z
Apparel,14,2020-11-09T23:01:45.000Z
Campus Collection,7,2020-11-09T23:01:45.000Z
Stationery,1,2020-11-09T23:01:45.000Z
Shop by Brand,1,2020-11-09T23:01:45.000Z
Electronics Accessories,10,2020-11-09T23:10:31.000Z
Lifestyle,22,2020-11-09T23:29:06.000Z
Campus Collection,14,2020-11-09T23:32:41.000Z
Shop by Brand,30,2020-11-09T23:32:41.000Z
Campus Collection,7,2020-11-09T23:43:51.000Z
Campus Collection,7,2020-11-09T23:43:51.000Z
Campus Collection,7,2020-11-09T23:43:51.000Z
Campus Collection,7,2020-11-09T23:43:51.000Z
Campus Collection,7,2020-11-09T23:43:51.000Z
Apparel,55,2020-11-09T23:50:55.000Z
Apparel,55,2020-11-09T23:50:55.000Z
Apparel,14,2020-11-09T23:54:20.000Z
Accessories,16,2020-11-09T23:54:20.000Z
Accessories,16,2020-11-09T23:54:20.000Z
Apparel,16,2020-11-09T23:54:20.000Z
Drinkware,20,2020-11-10T00:51:41.000Z
Campus Collection,7,2020-11-10T00:51:41.000Z
Apparel,20,2020-11-10T01:04:52.000Z
Apparel,24,2020-11-10T01:04:52.000Z
Apparel,19,2020-11-10T01:04:52.000Z
Apparel,14,2020-11-10T01:04:52.000Z
Campus Collection,11,2020-11-10T01:22:49.000Z
Stationery,2,2020-11-10T01:22:49.000Z
Writing Instruments,2,2020-11-10T01:22:49.000Z
Apparel,44,2020-11-10T01:27:14.000Z
Campus Collection,32,2020-11-10T01:33:38.000Z
Accessories,2,2020-11-10T01:43:28.000Z
Small Goods,3,2020-11-10T01:43:28.000Z
Google,3,2020-11-10T01:43:28.000Z
Small Goods,8,2020-11-10T01:43:28.000Z
Apparel,89,2020-11-10T01:47:50.000Z
Lifestyle,16,2020-11-10T02:28:51.000Z
New,12,2020-11-10T03:16:05.000Z
Apparel,13,2020-11-10T03:16:05.000Z
New,15,2020-11-10T03:37:49.000Z
Apparel,44,2020-11-10T03:50:13.000Z
Apparel,24,2020-11-10T04:24:45.000Z
Drinkware,10,2020-11-10T04:48:34.000Z
Office,3,2020-11-10T04:48:34.000Z
New,17,2020-11-10T04:48:34.000Z
Lifestyle,18,2020-11-10T05:03:36.000Z
Shop by Brand,37,2020-11-10T05:03:36.000Z
Clearance,14,2020-11-10T05:03:36.000Z
Lifestyle,18,2020-11-10T05:53:46.000Z
Uncategorized Items,18,2020-11-10T06:27:43.000Z
Shop by Brand,30,2020-11-10T06:31:02.000Z
Apparel,89,2020-11-10T06:39:25.000Z
New,22,2020-11-10T06:39:25.000Z
New,12,2020-11-10T07:02:36.000Z
Stationery,12,2020-11-10T07:02:36.000Z
New,24,2020-11-10T07:02:36.000Z
Lifestyle,18,2020-11-10T07:02:36.000Z
Uncategorized Items,18,2020-11-10T07:23:34.000Z
Apparel,55,2020-11-10T07:23:34.000Z
Apparel,55,2020-11-10T07:23:34.000Z
Apparel,55,2020-11-10T07:23:34.000Z
Apparel,44,2020-11-10T07:55:32.000Z
Apparel,63,2020-11-10T08:14:02.000Z
Uncategorized Items,18,2020-11-10T08:32:32.000Z
Accessories,40,2020-11-10T08:32:32.000Z
Apparel,25,2020-11-10T08:32:32.000Z
Small Goods,4,2020-11-10T08:32:32.000Z
New,3,2020-11-10T08:32:32.000Z
Apparel,10,2020-11-10T08:42:08.000Z
Apparel,35,2020-11-10T08:54:51.000Z
Clearance,3,2020-11-10T08:54:51.000Z
Office,5,2020-11-10T08:54:51.000Z
Writing Instruments,2,2020-11-10T08:54:51.000Z
Writing Instruments,2,2020-11-10T08:54:51.000Z
New,24,2020-11-10T08:58:24.000Z
Uncategorized Items,18,2020-11-10T08:58:24.000Z
Apparel,20,2020-11-10T09:00:29.000Z
Apparel,10,2020-11-10T10:09:06.000Z
Apparel,22,2020-11-10T10:09:06.000Z
Office,16,2020-11-10T10:09:06.000Z
New,6,2020-11-10T10:09:06.000Z
Accessories,2,2020-11-10T10:09:06.000Z
New,8,2020-11-10T11:14:08.000Z
Clearance,32,2020-11-10T11:14:08.000Z
Bags,16,2020-11-10T11:28:06.000Z
Campus Collection,32,2020-11-10T11:28:06.000Z
Apparel,24,2020-11-10T11:28:06.000Z
Campus Collection,1,2020-11-10T11:28:06.000Z
Shop by Brand,30,2020-11-10T11:57:26.000Z
Apparel,48,2020-11-10T12:00:55.000Z
Apparel,14,2020-11-10T13:15:27.000Z
New,13,2020-11-10T13:15:27.000Z
New,12,2020-11-10T13:24:50.000Z
New,8,2020-11-10T13:24:50.000Z
Shop by Brand,30,2020-11-10T13:24:50.000Z
Drinkware,27,2020-11-10T13:33:55.000Z
Apparel,20,2020-11-10T14:01:14.000Z
Apparel,19,2020-11-10T14:01:14.000Z
Campus Collection,6,2020-11-10T14:01:14.000Z
Campus Collection,7,2020-11-10T14:03:17.000Z
Apparel,35,2020-11-10T14:03:17.000Z
Lifestyle,5,2020-11-10T14:03:17.000Z
Drinkware,20,2020-11-10T14:03:17.000Z
Apparel,12,2020-11-10T14:21:21.000Z
Accessories,2,2020-11-10T14:21:21.000Z
Apparel,46,2020-11-10T14:44:38.000Z
Apparel,12,2020-11-10T14:44:38.000Z
Apparel,14,2020-11-10T15:14:03.000Z
Shop by Brand,30,2020-11-10T15:14:03.000Z
Bags,16,2020-11-10T15:14:03.000Z
Accessories,3,2020-11-10T15:14:03.000Z
Apparel,63,2020-11-10T15:14:03.000Z
Accessories,17,2020-11-10T15:28:01.000Z
Accessories,16,2020-11-10T15:28:01.000Z
Accessories,8,2020-11-10T15:28:01.000Z
Lifestyle,22,2020-11-10T15:28:01.000Z
Apparel,14,2020-11-10T15:28:01.000Z
Accessories,10,2020-11-10T15:28:01.000Z
New,8,2020-11-10T15:28:01.000Z
Accessories,2,2020-11-10T15:28:01.000Z
Bags,6,2020-11-10T15:28:01.000Z
New,32,2020-11-10T15:28:01.000Z
New,12,2020-11-10T15:28:01.000Z
Apparel,18,2020-11-10T15:28:01.000Z
Apparel,14,2020-11-10T15:28:01.000Z
Apparel,14,2020-11-10T15:28:01.000Z
Shop by Brand,30,2020-11-10T15:28:01.000Z
Apparel,14,2020-11-10T15:28:01.000Z
Bags,60,2020-11-10T15:28:01.000Z
Accessories,17,2020-11-10T15:28:01.000Z
Accessories,2,2020-11-10T15:28:01.000Z
Apparel,55,2020-11-10T17:04:45.000Z
Apparel,48,2020-11-10T17:12:48.000Z
Uncategorized Items,18,2020-11-10T17:12:48.000Z
Apparel,14,2020-11-10T17:12:48.000Z
Apparel,14,2020-11-10T17:12:48.000Z
Shop by Brand,25,2020-11-10T17:20:27.000Z
New,15,2020-11-10T17:20:27.000Z
Apparel,35,2020-11-10T17:20:27.000Z
Apparel,48,2020-11-10T18:09:58.000Z
